SMILES,LogS,Mol,MW
CNC(=O)c1cccc(Oc2ncnc3c2CN(C)CC3)c1,-3.8037326165235963,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE260>,298.34600000000006
C#CCN1CCC[C@H]1C(=O)Nc1cnn(-c2ncccn2)c1,-3.8177975762899066,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE2D0>,296.334
N#Cc1ccccc1N1CCC(N)CC1,-3.565560071858988,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE340>,201.27299999999994
N#Cc1ccc(Cn2cncn2)c(F)c1,-3.882026718146238,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE3B0>,202.19199999999998
Fc1cccc(Cl)c1CNCCc1c[nH]c2ccccc12,-3.797359923644075,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE420>,302.78000000000003
CN(C)S(=O)(=O)Nc1ccc(-n2ncc3ccccc32)cc1,-3.9103793148304855,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE490>,316.3860000000001
Cn1cnnc1CCn1ccnc1-c1cc2ccccc2s1,-3.9726620830208437,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE500>,309.3980000000001
CC(=O)N1CCc2ccc(N(C(=O)/C=C/c3cccc(C#N)c3)C3CCN(CCC4CCCC4)CC3)cc21,-5.440978822554893,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE570>,510.6820000000005
Cc1ccc(C(=O)Nc2cccc(C(=O)N(C)C)c2)cn1,-3.796291773437111,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE5E0>,283.331
CC(C)c1noc(-c2ccc(N(C)Cc3cccnc3)nc2)n1,-3.927476221708282,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE650>,309.373
COc1ccc(-c2nc(CN3CCC[C@H](O)C3)no2)cc1,-3.8951992531459485,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE6C0>,289.335
CCc1nc(NC(=O)c2ccccc2F)sc1C,-4.060221621878906,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE730>,264.325
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,-4.48148689894491,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE7A0>,392.42500000000007
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1cccc(F)c1,-4.113820659455349,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE810>,396.3880000000001
O=C(O)c1ccccc1-c1ccc(CN2CCCCC2)cc1,-3.5069740107279452,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE880>,295.38199999999995
CN1CC(=O)N(CCCC(=O)Nc2cccc(C#Cc3cccs3)c2)C1=O,-3.9459618419088827,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE8F0>,381.4570000000001
O=C(CCc1ccco1)Nc1ccccc1OC(F)F,-3.7994779972089945,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE960>,281.258
Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,-3.7882073503665272,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CE9D0>,345.40600000000006
Cc1noc(C)c1CCC(=O)Nc1cccnc1,-3.643732520709838,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEA40>,245.28200000000004
CCCN1CCCN(c2ncccc2C#N)CC1,-3.942861155363857,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEAB0>,244.34199999999998
CSCc1c(C(=O)NC(C)C)oc2ccccc12,-3.9749489086247705,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEB20>,263.362
Fc1ccc(F)c2c(NCc3ccc(N4CCOCC4)nc3)ccnc12,-3.906682736960442,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEB90>,356.3760000000001
CCOc1ccccc1CNCCc1c[nH]c2ccccc12,-3.871130013285318,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEC00>,294.39799999999997
COc1cc(CNCCN2CCOCC2)cc(Cl)c1OCc1ccccc1,-3.8636429403892336,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEC70>,390.91100000000006
COc1ccncc1NCc1ccc2c(c1)OCCO2,-3.9424332989402893,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CECE0>,272.304
O=c1c2cccn2c2ccccc2n1CCCN1CCC(c2ccc(Cl)cc2)CC1,-4.327636690497379,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CED50>,419.95600000000013
Cn1cc(CCNC(=O)N2CCCc3c(F)cccc32)cn1,-3.8521253521100833,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEDC0>,302.35299999999995
Cc1ccc(-n2ccnc2-c2ccoc2)c2cccnc12,-4.141844319895556,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEE30>,275.31100000000004
O=C(c1cnc(-c2ccccc2)s1)N1CCOC2(CCCC2)C1,-3.9253874695554343,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEEA0>,328.4370000000002
Clc1ccccc1CNCc1ccc2c(c1)OCCO2,-4.072520964574781,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEF10>,289.76200000000006
Cc1cccc(-c2nc(CN(Cc3cnn(C)c3)C(C)C)c(C)o2)c1,-4.198073637318548,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEF80>,338.4550000000001
O=C(Cc1ccc2ccccc2c1)NCCc1nc2ccccc2[nH]1,-4.053088991138875,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CEFF0>,329.40299999999996
COc1ccc(NC(=O)CN2CCC(c3cc(-c4cnc(N)nc4)cc(C)n3)CC2)cc1,-4.007727496065304,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF060>,432.5280000000002
Cc1ccc(C(=O)Nc2ccccc2C(C)(C)C)cn1,-3.923703543203832,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF0D0>,268.36
c1ccc(-c2nsc(N3CCCN(c4nccs4)CC3)n2)cc1,-4.064464311620098,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF140>,343.48100000000005
Cc1nc(N)c2c(C(F)(F)F)cc(C3CCN(C(=O)Cc4ccc(F)cc4)CC3)nc2n1,-3.875193288820432,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF1B0>,447.4360000000002
CCCC(=O)Nc1cnc(N2CCN(C)CC2)nc1,-3.872750372039337,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF220>,263.3449999999999
Cc1nc2cc(NC(=O)CCc3c(C)noc3C)ccc2o1,-3.8836403976792675,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF290>,299.33
CN(CC(=O)N(C)C)Cc1cc(C#N)ccc1F,-3.848313697468481,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF300>,249.289
O=C(CCc1ccc2c(c1)OCO2)Nc1cccc2cnccc12,-3.8551202219444702,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF370>,320.348
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(Cc3ccccc3)cccc12,-3.972712828468027,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF3E0>,281.355
Cc1cc(C)c(S(=O)(=O)Nc2ccc(N(C)C)cc2)c(C)c1-n1cnnn1,-5.150965501194879,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF450>,386.4810000000001
Cc1cc(F)ccc1CC(=O)N[C@@H]1CCOC[C@H]1OCCO,-3.81418873666371,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF4C0>,311.35300000000007
COc1ccc(CCC(=O)N2CCN(C(=O)c3cc4n(n3)CCCC4)CC2)cc1,-3.677223531659428,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF530>,396.49100000000027
Cc1ccc(-n2c(S)nnc2-c2ccc(O)cc2)c(C)c1,-4.011967704304246,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF5A0>,297.38300000000004
Cc1nccn1-c1cncc(N2CCN(CC3CCCC3)C(=O)C2)n1,-3.835672711519299,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF610>,340.43100000000015
N#Cc1c(O)nc2scc(-c3ccc(-c4ccccc4O)cc3)c2c1O,-3.787400226039039,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF680>,360.39400000000006
O=C1CN(C(=O)c2ccc(F)cc2)CCN1,-3.674590937909013,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF6F0>,222.21899999999997
CN(CC(=O)NC1(C#N)CCCC1)c1ccccc1,-3.742862527705797,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF760>,257.33699999999993
CCOc1ccc(CC(=O)NCCn2cccnc2=O)cc1,-3.643248077113514,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF7D0>,301.34600000000006
Cc1ccc(C)c(S(=O)(=O)N2CCCN(C3CCC3)CC2)c1,-3.746041222671375,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF840>,322.4740000000001
COc1c(N)ncnc1N1CCCC(C)(C)CC1,-3.8146620576823786,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF8B0>,250.34599999999992
COc1ccc(-c2nnc(-c3ccccc3)o2)cc1OC,-4.813219609729452,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF920>,282.29900000000004
Cc1nccc(C2(C)CCN(CC(N)=O)CC2)n1,-3.618691278533373,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CF990>,248.32999999999993
Cc1cc2ncn(CC(=O)NC(C)(C)C)c2cc1C,-3.821714518949848,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFA00>,259.353
O=C1CCCN1c1ccc(NCc2ccccn2)nc1,-3.6933735972620103,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFA70>,268.32
Cc1csc(N2CCN(Cc3ccc(OCC(F)(F)F)nc3)CC2)n1,-4.079246555177298,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFAE0>,372.41600000000005
CNc1nc(-c2cc(OC)cc(OC)c2)ncc1F,-4.011656066656713,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFB50>,263.272
COc1ccccc1-c1nc(C(=O)O)cs1,-3.6343628336979608,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFBC0>,235.26399999999998
Cc1ccc(CC(=O)Nc2nc(C)no2)cn1,-3.73439740486078,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFC30>,232.24300000000002
CCCn1c(=O)n(Cc2ccc(C#N)cc2F)c2ccccc21,-4.321944212912794,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFCA0>,309.344
OCCCCCn1cc(-c2ccccc2-c2ccco2)nn1,-4.428739867076488,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFD10>,297.35800000000006
Cc1ccc(C2=NC3(CCN(Cc4ccc(F)cc4)CC3)NC2=O)cc1,-4.441345542504887,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFD80>,351.4250000000001
O=C(NCc1ccccn1)c1ccc(F)cc1Cl,-3.8294465446190333,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFDF0>,264.68699999999995
Nc1ccc(CC(=O)Nc2ccccc2F)cc1,-3.655796413475685,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFE60>,244.26900000000003
COc1ccc(CN(C)C(=O)Nc2ccccc2)cc1F,-3.798538441875104,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFED0>,288.32200000000006
Cc1ccc(-n2cc(C(=O)NCCN(C)C)nn2)cc1C,-4.004812820136523,<rdkit.Chem.rdchem.Mol object at 0x00000285F13CFF40>,287.367
CC(C)c1ccc(-c2cc3c(=O)n(CCC(=O)NCCN(C)C)ccn3n2)cc1,-3.8510651313936712,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0040>,395.50700000000006
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,-3.6607365820903435,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D00B0>,395.5030000000002
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,-3.8512524903386334,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0120>,518.9320000000004
Cc1nccc(-c2cccc(NCc3cc(C)on3)c2)n1,-3.7792852092458773,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0190>,280.33099999999996
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1Cl,-4.574392240271652,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0200>,412.8430000000001
Cc1ccc(C)c(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,-4.531641359896885,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0270>,406.45200000000006
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,-4.1275965183256185,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D02E0>,323.4400000000001
O=C(NC1=NS(=O)(=O)c2ccccc21)c1cc(-c2ccc(F)cc2)no1,-4.067901764748273,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0350>,371.3490000000001
Cc1cc(CN2CCN(c3ncccn3)CC2)on1,-3.849276577568205,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D03C0>,259.313
CCc1nnc2n1CCN(C(=O)c1ccccc1Oc1cccnc1)C2,-3.9060258947497597,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0430>,349.3940000000001
CNC(=O)c1cc(C2CCN(C)CC2)ncn1,-3.857894488310171,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D04A0>,234.30299999999997
CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,-3.8831341007347904,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0510>,330.4610000000001
Cc1cc(N(C)C)nc(N(C)Cc2csc(C)n2)n1,-3.7677817769438597,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0580>,277.397
Cc1cccc(N2CCN(C(=O)c3cncnc3C(C)C)CC2)c1,-3.6425914422651626,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D05F0>,324.42800000000017
CCc1cnc(CN2C(=O)NC3(CCC3)C2=O)o1,-3.8865273146885104,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0660>,249.26999999999995
Cc1cnn(C2CN(CC3(O)CCCCC3)C2)c1,-3.8836057059817803,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D06D0>,249.35799999999995
CC1(C)CCN(C(=O)NCCOc2cccnc2)C1,-3.8210721044032856,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0740>,263.341
CN(Cc1cscn1)c1nc2c(cc1C#N)CCC2,-3.905604767124758,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D07B0>,270.36100000000005
N#CCSCC(=O)NC1CCCCCC1,-3.7035898432973924,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0820>,226.3449999999999
Cc1cc(CNc2cc(C(=O)N(C)C)ccn2)sc1Br,-3.874476913964192,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0890>,354.273
CCC(Nc1cnn(C)c1)c1ccc2c(c1)OCCO2,-3.8603554846627217,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0900>,273.336
CC(C)c1cccc(CN2C(=O)N(C)C3(CCCCC3)C2=O)n1,-3.9544449597520095,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0970>,315.41700000000003
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,-4.982419547556964,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D09E0>,471.52100000000024
Brc1cc2c(cc1Cn1cncn1)OCCCO2,-3.9551410097711184,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0A50>,310.1510000000001
COCCNc1ncnc2ccsc12,-3.7105876623624194,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0AC0>,209.274
O=C(c1ccccn1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-4.100951333185874,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0B30>,377.87500000000006
CN1CCN(c2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)cc2)CC1,-4.685572701819715,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0BA0>,490.6290000000003
Cc1cnn(Cc2nc(Cn3cccn3)no2)c1,-3.8316669497468316,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0C10>,244.25800000000004
COc1ccccc1CC(=O)Nc1ncc(C)s1,-4.599310645308856,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0C80>,262.334
CCCN(CC)c1ccc(C(=O)N2CCCN(C(C)=O)CC2)cc1,-3.8355857640215416,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0CF0>,331.46000000000004
Cc1c(Cl)cccc1NC(=O)C(C)N1CCCN(c2nccs2)CC1,-3.895510805749587,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0D60>,378.9290000000001
Cc1nc(N2CCOc3ccccc3C2)c2cnn(C)c2n1,-3.8384816313935923,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0DD0>,295.34600000000006
COCC(=O)Nc1cccc(-n2cccc2)c1,-3.655599251858688,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0E40>,230.26700000000002
CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1,-3.863970631654151,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0EB0>,325.4080000000002
Cc1cnc(-c2nc(NCc3ccccn3)ncc2-c2onc(C)c2C)cn1,-3.800977672612069,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0F20>,373.4200000000002
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,-4.136152171089821,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D0F90>,302.374
CCNC(=O)c1ccc(-c2cc(C)cc(OC)c2OC)nc1,-3.936434512819866,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1000>,300.358
Cc1ccc(C)c(OCCN(C)C(=O)c2ccc3c(c2)nnn3C)c1,-4.06361565627496,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1070>,338.411
CC(C)c1nc(NCc2cccnc2)n(C)n1,-3.782572899606748,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D10E0>,231.30300000000003
COc1ccc(N2CCCN(CC3CCN(C(=O)C4CC4)CC3)CC2)cc1,-3.7940137118522936,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1150>,371.5250000000002
CCc1nc2ccccc2n1CC(=O)Nc1ncc(C)s1,-3.7857160305570585,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D11C0>,300.387
O=C(CSC1CCCC1)NCCn1nc2c(cc1=O)CCCC2,-3.7418254294249196,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1230>,335.4730000000002
O=c1ccc(-c2ccc(F)cc2)nn1Cc1ccncc1,-3.7868687770538783,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D12A0>,281.29
COc1ccc(-c2noc([C@@H]3CCCN3Cc3ccccc3)n2)cn1,-4.1203093520469585,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1310>,336.395
Cc1cc(C)c2c(c1)CCCN2C(=O)c1ccc(-c2nnc(C)o2)cc1,-3.823181812832901,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1380>,347.41800000000006
CCC(=O)N(C)c1ccccc1C(=O)O,-3.7551105902791933,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D13F0>,207.22899999999998
CCc1cnc(CNC(=O)N2CCC(n3cncn3)CC2)s1,-3.8116438648584916,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1460>,320.4220000000001
C#CCOc1ccc(C(=O)NN2CCCC2=O)cc1,-4.009136904243278,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D14D0>,258.27699999999993
COC(=O)c1ccc(NC(=O)N(C)Cc2ccccc2CN2CCCC2)cc1,-3.970807057153456,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1540>,381.4760000000002
Cc1ccccc1N(CC(=O)N(C)C)S(C)(=O)=O,-3.76233701852687,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D15B0>,270.354
Cc1ncsc1C(=O)N1C[C@@H]2CCCN(C(=O)c3scnc3C)[C@@H]2C1,-3.6955312789938586,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1620>,376.50700000000006
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,-4.645898698485891,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1690>,446.9100000000004
COc1ccc(C(=O)Nc2ccc3oc(C)nc3c2)c(OC)c1,-4.30595945264742,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1700>,312.32500000000005
O=C(NCC1CC1)c1ccc(-n2ccnc2)nc1,-3.729374923039055,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1770>,242.28200000000004
Fc1cccc(OC2CCN(Cc3nc4ccccc4[nH]3)CC2)c1,-3.773144394829342,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D17E0>,325.38700000000006
O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,-4.260768927282536,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1850>,445.5230000000002
Cc1ccc(CN(C)c2ncnc3c2cnn3C)o1,-3.7983929775063388,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D18C0>,257.297
O=C(CN1CCC(c2ccccc2)CC1)N1CCNC1=O,-3.7677033049398996,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1930>,287.363
N#CC1(NC(=O)CN2CCOCC2)CCCCCC1,-3.770039361612381,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D19A0>,265.3569999999999
O=C(CCCc1nc2ccccc2[nH]1)N1CCCC1,-3.8567405357057973,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1A10>,257.337
C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,-3.813579084073773,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1A80>,296.399
CN(C)C(C)(C)CNc1ncnc2ccccc12,-3.795932454363857,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1AF0>,244.342
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-3.8534195255227517,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1B60>,306.276
COc1cccc(CN2CCN(C(=O)Cc3ccc(C)cc3)[C@@H](C)C2)c1,-3.9036793395777205,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1BD0>,352.47800000000007
Cc1nc(N(C)C)cc(C2(C)CCNCC2)n1,-3.7162610162582554,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1C40>,234.34699999999995
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,-4.529165639859594,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1CB0>,436.2700000000001
Cc1ccc(CN(C)C(=O)c2cn(Cc3ccccc3F)nn2)cc1,-4.4725075357295125,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1D20>,338.386
Cc1nnc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)s1,-5.4300081297221094,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1D90>,363.36400000000003
N#CCCN(C(=O)c1cccs1)C12CC3CC(CC(C3)C1)C2,-4.64022462752594,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1E00>,314.4540000000001
CON(C)C(=O)Cc1c(C)[nH]c2ccccc12,-3.6419874534323737,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1E70>,232.28300000000002
Cc1cccc(Oc2ncccc2N)c1C,-3.674571596880236,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1EE0>,214.268
CC(C)c1cnc(COc2ccc(Br)nc2)o1,-3.853050947650061,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1F50>,297.152
CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,-5.087509388145374,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D1FC0>,539.4460000000001
CN1CCCN(C(=O)NCCOc2ccc3c(c2)OCO3)CC1,-3.662164991369738,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2030>,321.3770000000001
N#Cc1ccc(CCC(=O)Nc2ccncc2)cc1,-3.821076151071846,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D20A0>,251.28900000000004
Cn1c(=O)c2c(nc3n2CCN3Cc2c(F)cccc2Cl)n(C)c1=O,-4.84734827561861,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2110>,363.78000000000003
C#CCNC(=O)Cc1coc2cc(OC)ccc12,-3.6344872680112608,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2180>,243.26199999999997
COc1ccc(CN2CCc3nc(-c4cccnc4)nc(O)c3C2)c(C)c1C,-4.64937639090154,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D21F0>,376.4600000000002
CN(C)c1nc(N)nc(Sc2ccccc2)n1,-4.900511140668792,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2260>,247.32700000000003
Cc1c(C(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)oc2c(F)cccc12,-4.585622432077494,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D22D0>,424.4280000000003
O=C(NCC1CC1)c1cncn1-c1ccc(F)cc1,-3.696105214979907,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2340>,259.284
CCc1cc(CN(C)c2nccc(-c3ccc(C)nc3C)n2)on1,-3.9484000745703827,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D23B0>,323.4000000000001
Cc1cc(C(=O)NCCC2=CSC3=NCCCN23)c2cccc(C)c2n1,-3.899984539034257,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2420>,366.49000000000007
c1ccc(COc2ccc(CNCC3CCNCC3)cc2)cc1,-4.09040622772623,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2490>,310.441
CN(C)c1cnn(CCC(C#N)(c2ccccc2)c2ccccc2)c(=O)c1,-4.207678471729157,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2500>,358.4450000000001
Nc1nc(-c2ccccc2)nc2nc(C3CCCN(CC(=O)N4CCCC4)C3)ccc12,-3.783479427681655,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2570>,416.5290000000003
COc1cc(C(=O)O)c(N)c(OC)c1OC,-3.6246084900805697,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D25E0>,227.21599999999995
CC(C)(C)N1CCCN(C(=O)CNc2ccc(C#N)cc2)CC1,-3.7988187703197043,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2650>,314.4330000000001
O=C(NCCc1ccc2c(c1)OCO2)Nc1ccncc1,-3.7878533853468617,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D26C0>,285.303
COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC,-4.656935534027452,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2730>,447.52000000000015
Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1,-3.9643715393008794,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D27A0>,473.5160000000002
COc1cccc(CN2Cc3ccccc3OC3(CCOCC3)C2)c1,-4.325011080491288,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D2810>,339.4350000000002
