SMILES,LogS,MW
CC(O)CNCCN,0.9275,118.18
CC(=O)OCCC(C)C,-1.8135,130.18699999999998
O=C(O)CSCC(=O)O,0.4255,150.155
CCCCCCCC=O,-2.3598,128.215
CCCCOCCOCCOC(C)=O,-0.8188,204.26599999999996
CCCCCCCCCC,-6.4372,142.286
CCCCCCCCCCCCN,-3.3759,185.35499999999996
OC[P+](CO)(CO)CO,0.322,190.563
CC(C)(N)CO,1.0499,89.13799999999999
FC(F)(Br)C(F)(F)Br,-4.9376,259.822
CC1(C)[C@@H](C(=O)[O-])CC[C@@]1(C)C(=O)[O-],-1.4207,198.218
CC(C)(O)[C@@H]1C2OC(=O)C1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,-2.1672,602.5890000000002
CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-2.8726,678.5930000000003
C#CC1(OC(N)=O)CCCCC1,-1.8253,167.20799999999997
OCC(CO)(CO)COCC(CO)(CO)CO,-1.9582,254.27899999999994
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,-4.9405,697.613
CCOP(=O)(OCC)SCCSCC,-2.1112,258.34499999999997
CC1(C)CC(=O)CC(=O)C1,-1.5276,140.182
CCCC1OC1(CC)C(N)=O,-1.1745,157.21299999999997
NC(=O)NO,1.1189,76.05499999999999
CC(=O)C(=O)O,1.0552,88.06199999999998
CN1C(=O)OC(C)(C)C1=O,-0.4568,143.142
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,-2.9501,276.317
CC([O-])C(=O)O,-0.4702,196.938
O=C1CCC(=O)N1Br,-1.0831,177.985
O=C1CCC(=O)N1Cl,-0.9702,133.534
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.2929,392.5800000000002
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,-3.1393,413.4260000000003
O=C1c2ccccc2C(=O)c2c(O)cccc21,-4.4213,224.21499999999997
O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-1.0977,257.114
Oc1ccc(Cl)c2cccnc12,-3.9756,179.60600000000002
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,-4.2492,266.25299999999993
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,-3.1926,249.269
O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,-3.1633,291.30600000000004
Oc1cc(O)c2ccccc2c1,-1.9493,160.17199999999997
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,-4.7704,300.59399999999994
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,-5.569,296.562
O=C(O)CCCc1c[nH]c2ccccc12,-2.9101,203.241
Cc1cc(O)c(Cl)c(C)c1Cl,-2.9801,191.057
O=C(O)c1cc(I)cc(I)c1O,-3.307,389.914
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,-4.1077,256.25699999999995
Nc1ccc(-c2ccc(Cl)cc2)cc1,-4.6383,203.67200000000003
c1ccc(N=NNc2ccccc2)cc1,-2.596,197.24100000000004
CCOc1ccc([N+](=O)[O-])cc1N,-3.2113,182.17899999999997
Cc1cc(C)c(N)cc1C,-1.9549,135.21
CCCCOC(=O)C(C)O,-0.5629,146.18599999999998
NNc1cccc(S(=O)(=O)O)c1,-0.8275,188.208
NCc1ccc(S(N)(=O)=O)cc1,0.321,186.236
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-0.8547,286.28
O=C(O)CN(CC(=O)O)CC(=O)O,-0.5101,191.13899999999998
O=Cc1ccc(O)c(O)c1,-1.3402,138.12199999999999
NC(Cc1cccs1)C(=O)O,-0.8356,171.22099999999998
CC[NH+](CCO)CCO,0.8755,134.199
O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,-2.6359,324.29300000000006
CCNC(=O)Nc1ncc([N+](=O)[O-])s1,-2.8578,216.22199999999998
c1ccc(CNCCNCc2ccccc2)cc1,-1.7865,240.35000000000002
CN(C)c1ccc(N=NS(=O)(=O)[O-])cc1,-1.0991,251.243
C=CCc1ccc(OC)cc1,-2.9209,148.20499999999998
O=C(O)CCC1CCCC1,-1.7691,142.19799999999998
CCCCOC(=O)CCC(=O)OCCCC,-3.0006,230.30399999999992
CCOC(=O)/C=C\C(=O)OCC,-1.0899,172.17999999999995
CCOC(=O)CCCCC(=O)OCC,-1.6795,202.24999999999997
COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,0.6249,237.19199999999998
O=C(O)CCI,-0.43,199.97500000000002
O=C(O)CC(=O)O,0.8652,104.06099999999999
O=C1CSC(=S)N1,-1.7723,133.197
O=c1cc[nH]c(=S)[nH]1,-2.2573,128.156
O=c1cccc[nH]1,1.0218,95.101
CC(=O)NCCO,0.9867,103.121
NC(=S)NNC(N)=S,-1.7965,150.232
CCCCCCOC(C)=O,-2.451,144.21399999999997
CCCCCCNCCCCCC,-3.1574,185.35499999999996
CCCCOCCOCCOCCO,0.6855,206.28199999999995
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.2594,490.63900000000024
CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O,0.1528,234.231
O=C(O)CC1(CC(=O)O)OCOC1=O,-0.611,204.134
O=C(O)CF,1.1077,78.042
CC(O)C(N)C(=O)O,0.067,119.11999999999999
O=C(O)[C@@H](O)[C@H](O)C(=O)O,0.8236,150.08599999999998
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],-2.3525,225.16
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O,-0.8186,329.281
c1ccc2[nH]c(-c3cscn3)nc2c1,-3.6048,201.254
O=S(=O)(O)OCCOc1ccc(Cl)cc1Cl,-0.0601,287.12
O=C(O)c1cc(O)c(O)c(O)c1,-1.1552,170.11999999999998
CCOc1ccc(NC(N)=O)cc1,-2.173,180.20699999999997
[C-]#N,1.0436,65.116
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0.5433,286.25300000000004
Nc1nc(=O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(N)[nH]1,-1.4832,304.259
O=NN(CCCl)C(=O)NCCCl,-1.7285,214.052
C1COC2(C1)CCCO2,-0.1078,128.171
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,-9.1627,276.338
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,-6.6277,267.331
c1ccc2c(c1)ccc1ccc3ccccc3c12,-7.8207,228.29399999999998
c1ccc2c(c1)-c1cccc3cc4c(ccc5ccccc54)c-2c13,-8.4806,302.37600000000003
c1cc2c3c(c1)ccc1cccc(c13)C2,-5.2379,190.24499999999995
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.004,252.31599999999997
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.2259,252.31599999999997
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.4989,252.31599999999997
c1ccc2c3c(ccc2c1)Sc1ccc2ccccc2c1N3,-7.9081,299.398
c1ccc2c3c(ccc2c1)Nc1ccc2ccccc2c1S3,-6.8786,299.398
c1ccc2c(c1)Nc1c(ccc3ccccc13)S2,-5.8957,249.338
c1ccc2c(c1)Nc1ccc3ccccc3c1S2,-6.5727,249.338
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,-6.2447,279.342
c1ccc2c(c1)cnc1ccccc12,-2.7763,179.22199999999998
c1ncc2n[nH]nc2n1,-0.2319,121.10300000000001
C1CN2CCN1CC2,0.6033,112.176
c1cnoc1,0.3827,69.06299999999999
c1ccnnc1,1.0964,80.08999999999999
c1cncnc1,1.0964,80.08999999999999
C1CCCCCC1,-3.5149,98.18900000000001
CCOP(=S)(OCC)Oc1cnccn1,-2.338,248.244
CCN(CC)C(=O)/C(Cl)=C(/C)OP(=O)(OC)OC,0.5233,299.69100000000003
CCOP(=S)(OCC)OCCSCC,-3.634,258.3449999999999
C1OC1C1CO1,1.065,86.09
N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,-1.9281,338.98300000000006
CCS(=O)CCSP(=O)(OC)OC,0.6086,246.28999999999996
NN,1.4942,32.046
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@]34C1[C@H]([C@H](OC)[C@H]23)[C@]1(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](O)(C[C@H]24)[C@@H](OC)[C@@H]1O,-3.3187,645.7460000000003
C#CC(C)(CC)OC(N)=O,-0.9456,141.17
FC(F)(F)C(Cl)Cl,-1.8623,152.93
CCOP(=O)(O/C=C/Cl)OCC,-1.3316,214.58499999999998
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.5057,261.11899999999997
Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,-2.0604,247.09199999999998
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,-3.3469,222.28799999999998
CCC(C)C(N)C(=O)O,-0.5033,131.175
O=C(O)c1cc(Cl)ccc1O,-1.237,172.567
Fc1cccc2ccccc12,-3.4527,146.164
CC(=O)Nc1ccc(F)cc1C,-1.3593,167.183
CC(=O)Nc1ccc(C)cc1F,-1.7403,167.18299999999996
Fc1cc(F)c(F)cc1F,-2.3757,150.07399999999998
CCCC[C@H](N)C(=O)O,-1.0387,131.175
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,-0.9473,354.31100000000004
CC(C)CC(N)C(=O)O,-1.0456,131.175
CP(=O)(F)OC1CCCCC1,-1.6875,180.15899999999993
Fc1ccccc1CCl,-2.541,144.576
Fc1ccccc1Cl,-2.4157,130.54899999999998
Fc1ccc(I)cc1,-3.1257,222.0
CCF,-1.3477,48.06
Cn1cncc1C[C@H](N)C(=O)O,0.0727,169.184
N#[N+]c1ccccc1,-1.4438,250.08200000000005
OCCF,1.1934,64.059
CC(C)NP(=O)(F)NC(C)C,-0.3574,182.179
CC(O)C(F)(F)F,0.3094,114.06600000000002
FC(F)(F)C(F)(Cl)Cl,-3.0961,170.92000000000002
O=C(O)C(F)F,1.0176,96.03200000000001
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)C(=O)CC[C@@H]12,-3.4843,300.3980000000001
CCCc1cc(F)ccc1O,-1.887,154.18399999999997
NC(=O)N(CCO)/N=C/c1ccc([N+](=O)[O-])o1,-2.6852,242.191
O=C(O)c1ccccc1C(F)(F)F,-1.5978,190.11999999999995
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-5.6576,312.4530000000001
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-6.0,376.5810000000002
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,-1.9484,274.40399999999994
CC1=C2[C@@H](O)[C@@H]3[C@H](C)C(=O)O[C@@H]3C[C@H](C)[C@H]2CC1=O,-1.945,264.32099999999997
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-2.3208,627.9420000000002
CC[C@H](C)[C@@H](N)C(=O)O,-0.7875,131.175
O=C(O)Cc1cc(O)ccc1O,0.7037,168.148
Nc1ncc2[nH]cnc2n1,-1.21,135.13
OC1CCOC1,1.055,88.106
O=C(O)c1ccc(F)c([N+](=O)[O-])c1,-1.5809,185.10999999999999
Fc1cccc(CCl)c1,-2.5436,144.57600000000002
CCC[C@H]1CCCCN1,-0.8493,127.23100000000001
COCC(F)F,-0.2836,96.07600000000001
N#CN=C(N)N,-0.3087,84.08200000000002
Nc1cccnc1,1.0263,94.117
NC(=O)NCC(=O)O,-0.5809,118.09199999999998
NC(=O)NCCC(=O)O,-0.8014,132.119
CC1(C)C2CCC1(C)[C@@H](O)C2,-2.319,154.253
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,-3.1825,152.237
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@]12Nc3ccccc3[C@]1(O)CCO2,-2.6706,312.4130000000001
CC[C@@]12CCCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4CC1)[C@H]32,-1.3269,354.49400000000014
O=C(O)C1(O)c2ccccc2-c2ccccc21,-1.9657,226.231
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,-5.0097,339.47900000000016
O=S(=O)(CCCl)CCCl,-1.5031,191.07899999999998
CN=C(N)N,-1.6135,73.099
Nc1ccc(S(=O)(=O)c2cnc(N)s2)cc1,-2.805,255.324
CC(=O)C1CC(CC(=O)O)C1(C)C,-0.5752,184.23499999999999
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-3.6402,392.5800000000002
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,-5.2795,268.356
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.6994,300.266
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-5.1495,465.6310000000003
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,-3.6174,414.41000000000025
Cc1cc2nc3c(C)c(N)ccc3[n+](-c3ccccc3)c2cc1N,-0.8462,350.85300000000007
c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.8613,254.33199999999994
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],-3.5889,287.144
OCC1=C[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12,0.0119,346.332
Cc1cc(C)c(C(=O)O)c(C)c1,-2.3566,164.20399999999998
Cc1cc(O)c(C(=O)O)c(O)c1,-2.0496,168.148
O=C1NC(=O)C([N+](=O)[O-])C(=O)N1,-2.2840000000000003,173.084
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,-3.0905,246.30599999999995
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,-4.1577,290.447
CN1C2CCC1[C@@H](C(=O)O)[C@@H](O)C2,-0.0173,185.22299999999998
Cn1c(=O)c2ncnnc2n(C)c1=O,-1.9849,193.166
COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.3087,244.28999999999994
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,-5.5083,322.31700000000006
CC1CCC2C(C)C(=O)OCC12,-1.9249,168.23599999999996
O=c1c2ccccc2nc2n1CC[C@@H]2O,-2.106,202.21299999999997
CN1C[C@@H]2C[C@@H](C1)c1cccc(=O)n1C2,0.6484,204.273
O=c1[nH]c(=O)c2nccnc2[nH]1,-2.1183,164.124
CC1=C(CCC(=O)O)C(=O)NC1=O,-0.6608,183.16299999999998
OC1[C@@H](O)[C@H](O)C[C@@H](O)[C@@H]1O,-0.1739,164.157
Cc1ccc(C(C)C)cc2c(C)ccc1-2,-5.4752,198.309
COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-0.7418,446.40500000000003
O=c1[nH]ccc2ccccc12,-2.4842,145.16099999999997
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,-3.0585,240.258
Nc1nc(=O)c2[nH]c(=O)c(=O)[nH]c2[nH]1,-5.1655,195.138
C=C(C(=O)O)c1ccccc1,-2.0568,148.16099999999997
C[C@H](N)[C@@H](O)c1ccccc1,-0.8786,151.20899999999997
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.4433,180.156
O=C1C=C(O)C[C@@H](c2ccccc2)C1,-2.5113,188.226
c1cncc([C@@H]2CCCCN2)c1,0.7898,162.23600000000002
OCc1cc(O)ccc1O,0.8534,140.13799999999998
O=Nc1ccc(NNC(=O)c2ccccc2)cc1,-4.6835,241.25000000000003
O=C1C=CC=C/C1=C/NNC(=O)c1ccncc1,-3.6835,241.25
c1ccc2c(c1)CCN2,-1.0427,119.16699999999999
C/C=C(\C)C=O,-0.527,84.11799999999998
CC1OCCO1,0.8789,88.106
O=C1CC2CCC1C2,-1.7565,110.156
O=C(O)C1=CC(=O)C(=O)C(=C(O)O)O1,-1.3769999999999998,200.10199999999998
COc1cc(C(C)=O)ccc1O,-1.5216,166.176
CCC[C@@H](N)C(=O)O,-0.0687,117.14799999999998
C/C(=C/C(=O)O)C(=O)O,0.7795,130.099
Cc1ccc(C(C)C)cc1O,-2.0798,150.221
CC1CC(OC(=O)c2ccccc2)CC(C)(C)N1,-1.922,247.338
O=C(O)C(=O)Nc1ccccc1,-1.3019,165.148
O=C(CCCl)NCc1ccccc1,-3.2959,197.66500000000002
NC(=O)NC(=O)C=CC(=O)O,-1.9202,158.11299999999997
CCOC(=S)SSC(=S)OCC,-4.9432,242.412
C1COC1,1.236,58.07999999999999
C/C=C\C(=O)O,1.065,86.08999999999999
Nc1ccncc1,-0.0529,94.11699999999999
Nc1ccccn1,0.9757,94.117
C1CSCCS1,-1.6029,120.24199999999999
O=C(O)CCCCCCC(=O)O,-1.1673,174.196
ClCCSCCCl,-2.3666,159.08100000000002
O=C(O)/C=C\C=C/C(=O)O,-2.8516,142.10999999999999
N#CI,-0.6333,152.922
CC(C)(C)Br,-2.3586,137.01999999999998
CC1(C)C2CCC1(C)C(O)C2,-2.3202,154.253
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-5.5111,460.6110000000003
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],-2.3381,196.031
CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=CC3[C@H]1C5,-1.2994,398.50300000000004
CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,-2.1562,239.275
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,-7.3166,414.6300000000003
OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,-0.3962,504.43800000000005
CCCOP(=O)(OCCC)OCCC,-1.5412,224.23699999999994
CC(C)=CCl,-1.9569,90.553
C=C(C)CO,0.4298,72.10699999999999
CCC(C)S,-1.8346,90.19099999999999
C=C(C)C(=C)C,-2.4014,82.14599999999999
CC(=O)C(C)O,1.055,88.106
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,-3.7959,302.45799999999997
CC12CC(O)C3C(CCC4C[C@@H](O)CCC43C)C1CCC2=O,-3.5932,306.4460000000001
CC(O)(C(=O)O)c1ccccc1,-0.8949,166.176
CC(C(=O)O)C(=O)O,0.7597,118.08799999999998
CC(C)C(N)C(=O)O,-0.1971,117.14799999999998
COc1cc([C@@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,-4.5035,414.4100000000002
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,-3.8226,332.31100000000004
COc1ccc(C=O)c(C(=O)O)c1OC,-1.9247,210.18499999999997
CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1,-0.5345,263.297
Oc1c(Br)cc(Br)c2cccnc12,-4.1938,302.95300000000003
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-3.0514,326.4400000000001
O=S(=O)(O)c1ccc2c(S(=O)(=O)O)cccc2c1,0.5402,288.302
CC(C)NCC(O)COc1cccc2ccccc12,-3.6202,259.34900000000005
NC(Cc1[nH]nc2ccccc12)C(=O)O,-1.4091,205.21699999999998
O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,-0.3225,210.138
O=C([O-])C(O)C(O)C(O)C(O)CO,0.4321,218.137
O=C(O)c1cccs1,-1.2327,128.152
Cc1ccccc1C(C)C,-3.7606,134.22199999999998
O=C(C(=O)c1cc([N+](=O)[O-])ccc1O)c1cc([N+](=O)[O-])ccc1O,-3.5214,332.2240000000001
CC(=O)c1ccc(O)c(O)c1O,-2.0216,168.14799999999997
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,-1.0003,210.141
O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,-1.5005,212.117
C=CCC(C(=O)NC(N)=O)C(C)C,-2.7469,184.239
Oc1c2ccccc2cc2ccccc12,-4.7329,194.23299999999998
C=C(c1ccccc1)c1ccccc1,-4.4363,180.24999999999997
O=NC1=C(NO)CCCCC1,-1.4249,156.18499999999995
COc1ccc2ccc(=O)oc2c1,-3.1221,176.17099999999996
COc1ccccc1OCC(O)COC(N)=O,-1.5251,241.24299999999994
O=C([O-])c1ccccc1,0.5864,144.10499999999996
CCOC(=O)COc1ccc(Cl)cc1Cl,-3.3503,249.093
CCCCCc1ccc(O)cc1O,-1.9548,180.24699999999999
CCN(CC)C(=O)CC(C)C,-0.5946,157.25699999999998
CN1CSC(=S)N(C)C1,-1.7331,162.283
OC(CI)CI,-1.3971,311.888
CNC(=S)NC,0.9823,104.178
COC(C)OC,1.0452,90.122
CCCCC(C(=O)O)C(=O)O,0.4369,160.16899999999998
Cc1cccc(C(C)C)c1,-3.4994,134.222
Cc1cc(N(C)C)nc(Cl)n1,-1.2615,171.63100000000003
O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,-2.8092,322.22499999999997
CCc1ccncc1,-0.0006,107.15599999999998
O=C1C(Br)=CC(=NCl)C=C1Br,-3.7068,299.34900000000005
CN[C@@H](Cc1ccc(O)cc1)C(=O)O,-2.1325,195.218
CCN(CCCl)CCCl,-3.0265,170.083
CCCCOC(=O)/C=C/c1ccccc1,-1.6112,204.269
COCc1ccccc1,-1.6098,122.16699999999996
CN(C)c1ccc(N=Nc2ccc(N)cc2)cc1,-4.593999999999999,240.31
O=C(O)/C=C/c1ccco1,-1.8392,138.12199999999999
CCCCC(=O)OCC,-1.7706,130.18699999999998
CCC(=O)OCC(C)C,-1.8841,130.18699999999998
COC1CC1,-0.1176,72.10700000000001
Br/C=C\Br,-1.3195,185.84599999999998
OCCBr,0.9032,124.965
CCOC,-0.0799,60.096000000000004
CNNC,1.2211,60.10000000000001
CC(C)CC(C)(C)C,-4.6704,114.23199999999999
CC(=O)OC(C)(C)C,-1.1443,116.16
CCCC(Cl)Cl,-2.4036,127.01400000000001
CC(N)CC(=O)O,0.9867,103.12099999999998
CC(=O)CC(=O)O,0.991,102.08899999999998
NC(=S)NC(N)=S,-1.6996,135.217
CC1=CC(=O)CC(=O)O1,-1.1185,126.11099999999999
ClC1CCCCC1,-2.3752,118.60700000000001
NC(CCCC(=O)O)C(=O)O,-1.8648,161.15699999999998
CC(C)COC=O,-1.0006,102.13299999999998
CCCCI,-2.9587,184.01999999999998
ClCOCCl,-0.7181,114.959
C1=CCC=C1,-1.565,66.103
NC(N)=NCCS(=O)(=O)O,-0.6321,167.19
CC(C)CO[N+](=O)[O-],-1.9521,119.11999999999999
CCCCCCl,-2.7324,106.596
CC(C)CCOC(N)=O,-1.4403,131.175
CC(C)CCO[N+](=O)[O-],-2.4809,133.147
N#CCCCC#N,1.0263,94.117
CCCCCCCCCCCCCCCC,-8.4007,226.44799999999992
Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,-2.7592,327.38700000000006
COC(=O)C(C)O,0.9825,104.10499999999999
C=C1CCOC1=O,0.1844,98.10099999999998
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.3465,408.57900000000024
CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,-3.4264,408.36200000000014
Cc1ccc(C(C)C)c(O)c1C(=O)O,-3.2883,194.23
C=C(C)Cn1c(N)cc(=O)n(C)c1=O,-0.9895,195.22199999999998
OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,-0.4018,252.23000000000005
O=[N+]([O-])c1c(O)ccc2ccccc12,-2.9758,189.17
Cc1c(Cl)cc(Cl)c(O)c1Cl,-3.2761,211.475
CN1C2CCCC1CC(=O)C2,0.4167,153.225
NNC(=O)c1cccnc1,-0.1372,137.142
CCCOc1ccc([N+](=O)[O-])cc1N,-3.1592,196.20599999999996
COC(=O)C(=O)OC,-0.2919,118.088
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,-1.3247,211.21699999999998
O=C(O)/C=C\C(=O)Nc1ccccc1,-2.2815,191.18600000000004
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,-3.3572,224.17600000000002
N[C@H](Cc1ccc(O)cc1)C(=O)O,-2.6049,181.19099999999997
NC(Cc1ccc(O)cc1)C(=O)O,-2.6561,181.19099999999997
OCC1CO1,1.1303,74.07900000000001
O=c1nccc[nH]1,0.6749,96.08899999999998
CCCOC,-0.3857,74.12299999999999
CCCC(=O)OCC(O)CO,-1.335,162.18499999999997
C=CCOCC=C,-0.0206,98.145
BrC(Br)(Br)Br,-3.1404,331.62699999999995
CS(=O)(=O)F,-0.5145,98.09800000000001
CC(C)(O)CCl,0.1602,108.56800000000001
O=[N+]([O-])C(Br)([N+](=O)[O-])[N+](=O)[O-],-1.7705,229.93
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,-2.7894,369.41700000000014
CCC(C)(C)CC,-4.2286,100.20499999999998
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.2838,384.4870000000002
C=CC(C)C,-2.732,70.13499999999999
C=C(C)CC,-2.7307,70.13499999999999
C=C(C)CCl,-1.8108,90.553
C/C(Cl)=C/Cl,-1.6138,110.971
CC(O)C(C)Cl,-0.2122,108.56800000000001
C1O[C@@H]1[C@H]1CO1,1.065,86.09
CCC(C)C(C)(C)C,-4.6776,114.23199999999999
CCC(C)C(C)C,-4.2808,100.20499999999998
CCC(C)C(C)O,-0.7216,102.17699999999998
CCC(C)C(C)=O,-0.6805,100.16099999999999
CCC(O)C(C)C,-0.7062,102.17699999999999
CCC(=O)C(C)C,-0.8106,100.16099999999999
NCC(O)C(=O)O,-0.8229,105.09299999999999
CC(C)C(Br)C(=O)O,-1.103,181.029
